sheet,row,row_indent_col,full_name,status,ziel,unit,d_ref,ref_status,ref_ziel
4. Verbrauch,127,G,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung),430933.11543676304,430933.11543676304,GWh/a,,4. Verbrauch!L127,4. Verbrauch!M127
4. Verbrauch,128,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Nutzungsgrad Traktionsmix,27.075,62.67931307672608,%,,4. Verbrauch!L128,4. Verbrauch!M128
4. Verbrauch,129,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Nutzenergie (NE) gesamt PVk,116675.14100450359,,GWh/a,,4. Verbrauch!L129,4. Verbrauch!M129
4. Verbrauch,130,,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Nutzenergie (NE) gesamt PVk,,116675.1410045036,,,4. Verbrauch!L130,4. Verbrauch!M130
4. Verbrauch,131,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil Elektrotraktion an PvK-Leistung,8.642659279778393,86,% v.[135] + [141],1.888,4. Verbrauch!L131,4. Verbrauch!M131
4. Verbrauch,132,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil Elektrotraktion an Endverbr. PVk,3,69.1071584230155,% v.[136] + [142],1.897,4. Verbrauch!L132,4. Verbrauch!M132
4. Verbrauch,133,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil Elektrotraktion an Endverbr. PVk / Nutzungsgrad Elektrotraktion (NG e),78,78,%,1.906,4. Verbrauch!L133,4. Verbrauch!M133
4. Verbrauch,134,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil Elektrotraktion an Endverbr. PVk / Anteil NE Elektrotrakt.an Endverbr. PVk,2.34,53.9035835699521,% v.[136] + [142],,4. Verbrauch!L134,4. Verbrauch!M134
4. Verbrauch,135,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil NE Elektrotrakt.an NE ges.PVk,8.642659279778393,85.99900178224422,% v.[129] | [130],,4. Verbrauch!L135,4. Verbrauch!M135
4. Verbrauch,136,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil NE Elektrotrakt.an NE ges.PVk / Stromverbrauch PVk,12927.99346310289,128640.32896397308,GWh/a,,4. Verbrauch!L136,4. Verbrauch!M136
